No,Name,Year,Team,Position,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,IBB,SO,GDP,SAC,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WAR,WPA,Salary,NextSalary
155,Ã¤»óº´,2003,ÇÑ,C,25,35,27,3,4,0,0,0,4,1,0,0,6,0,0,9,2,2,0,.148,.303,.148,.451,.230,25.6,-0.08,,"1,800","2,200"
88,Ã¤»óº´,2010,»ï,C,17,34,31,5,11,2,0,1,16,5,0,0,1,1,0,6,0,0,1,.355,.382,.516,.899,.401,139.2,0.39,,"6,600","7,100"
207,Ã¤»óº´,2011,»ï,C,63,124,109,11,21,1,1,3,33,9,1,1,7,1,0,20,4,5,2,.193,.244,.303,.546,.245,39.2,-0.06,,"7,100","7,500"
80,Ã¤Àº¼º,2014,L,RF,62,197,159,18,44,11,1,1,60,15,5,3,21,10,0,36,3,2,5,.277,.385,.377,.762,.354,100.5,0.60,0.03,"2,400","5,500"
99,Ã¤Àº¼º,2015,L,RF,90,198,173,25,43,11,2,4,70,20,3,3,14,5,1,39,4,3,3,.249,.318,.405,.723,.317,83.5,0.38,-0.55,"5,500","5,500"
49,Ã¤Àº¼º,2016,L,RF,128,451,403,64,126,20,3,9,179,81,7,3,31,7,0,75,9,2,8,.313,.365,.444,.809,.365,105.6,2.01,2.75,"5,500","16,000"
358,Ã¤Àº¼º,2017,L,RF,114,372,333,28,89,12,3,2,113,35,5,6,17,11,1,66,8,10,1,.267,.323,.339,.663,.297,66.8,-0.79,-1.90,"16,000","11,000"
150,Ã¤Á¾±¹,2001,Çö,3B,59,49,42,8,9,0,0,1,12,5,1,0,4,1,0,12,1,2,0,.214,.298,.286,.584,.270,47.1,-0.03,,"1,800","2,300"
100,Ã¤Á¾±¹,2002,Çö,3B,100,224,184,24,42,7,0,3,58,15,0,2,13,12,0,36,2,12,3,.228,.316,.315,.631,.278,65.0,0.14,,"2,300","3,300"
106,Ã¤Á¾±¹,2003,Çö,3B,90,164,137,18,33,8,0,3,50,16,0,0,7,6,0,31,3,12,2,.241,.303,.365,.668,.283,62.0,0.10,,"3,300","4,300"
57,Ã¤Á¾±¹,2004,Çö,2B,128,385,327,40,90,19,0,4,121,34,4,4,22,14,0,55,6,21,1,.275,.346,.370,.716,.319,86.3,1.31,,"4,300","8,600"
74,Ã¤Á¾±¹,2005,Çö,2B,106,407,342,45,81,10,1,9,120,36,1,8,25,19,1,40,6,16,5,.237,.320,.351,.671,.301,78.6,0.76,,"8,600","8,600"
92,Ã¤Á¾¹ü,2001,S,RF,117,460,396,54,101,15,0,8,140,38,6,9,46,7,2,49,8,10,0,.255,.343,.354,.697,.320,80.4,0.28,,"4,000","5,200"
15,Ã¤Á¾¹ü,2002,S,CF,127,557,478,79,139,19,2,17,213,68,10,9,47,18,1,70,17,11,3,.291,.374,.446,.819,.359,121.7,4.24,,"5,200","8,400"
202,Ã¤Á¾¹ü,2003,S,RF,94,247,223,20,54,10,0,3,73,15,0,0,11,6,1,34,5,4,3,.242,.292,.327,.620,.280,58.5,-0.38,,"8,400","7,500"
41,Ã¤Á¾¹ü,2004,S,RF,104,376,321,48,94,21,2,7,140,43,2,5,33,11,0,44,9,7,4,.293,.374,.436,.810,.367,118.9,2.06,,"7,500","8,200"
62,Ã¤ÅÂÀÎ,2008,»ï,1B,68,270,248,32,66,12,1,10,110,42,1,1,19,2,2,55,6,0,1,.266,.322,.444,.766,.350,109.9,1.02,,"5,500","7,000"
32,Ã¤ÅÂÀÎ,2009,»ï,1B,118,425,368,58,108,26,2,17,189,72,0,0,49,5,4,90,4,1,2,.293,.382,.514,.896,.392,127.6,2.57,,"7,000","11,500"
57,Ã¤ÅÂÀÎ,2010,»ï,1B,102,396,356,48,104,13,0,14,159,54,0,3,33,2,3,94,6,2,3,.292,.353,.447,.799,.359,111.1,1.43,,"11,500","13,000"
80,Ã¤ÅÂÀÎ,2011,»ï,1B,53,218,182,25,40,7,1,5,64,28,1,0,33,1,0,59,1,0,2,.220,.339,.352,.691,.331,96.7,0.56,,"13,000","11,000"
121,Ã¤ÅÂÀÎ,2012,»ï,1B,54,159,135,15,28,7,0,1,38,9,1,1,21,2,0,35,2,0,1,.207,.321,.281,.602,.298,81.4,0.04,,"11,000","5,000"
9,Ã¤ÅÂÀÎ,2013,»ï,1B,94,342,299,52,114,15,0,11,162,53,4,0,38,5,1,70,9,0,0,.381,.459,.542,1.001,.463,183.0,4.34,,"5,000","21,000"
300,Ã¤ÅÂÀÎ,2016,³Ø,1B,124,417,370,29,106,14,3,7,147,72,0,1,36,2,1,92,13,0,9,.286,.345,.397,.743,.339,84.1,-0.14,1.79,"30,000","30,000"
51,Ã¤ÅÂÀÎ,2017,³Ø,1B,109,384,342,46,110,23,1,12,171,62,0,1,34,5,2,94,9,0,3,.322,.388,.500,.888,.390,128.6,1.93,0.77,"30,000","20,000"
150,ÃÖ°æÃ¶,2004,S,C,34,38,35,2,7,0,0,1,10,3,0,0,0,2,0,7,0,0,1,.200,.237,.286,.523,.243,32.5,-0.05,,"2,000","2,500"
127,ÃÖ°æÃ¶,2005,S,C,43,66,56,6,12,2,0,0,14,2,0,0,6,1,0,19,2,3,0,.214,.302,.250,.552,.259,48.4,0.03,,"2,500","3,700"
291,ÃÖ°æÃ¶,2014,L,C,117,334,290,36,62,11,0,4,85,39,4,2,22,5,0,67,7,16,1,.214,.280,.293,.573,.257,37.5,-0.28,-1.91,"5,000","9,000"
329,ÃÖ°æÃ¶,2015,L,C,109,215,183,23,38,7,1,3,56,19,3,1,14,8,0,55,1,9,1,.208,.291,.306,.597,.269,49.6,-0.23,-0.31,"9,000","9,000"
171,ÃÖ°æÈ¯,2000,L,RF,95,153,142,12,35,4,1,3,50,13,1,0,9,0,1,28,3,0,2,.246,.288,.352,.640,.286,61.8,-0.14,,"4,000","4,000"
200,ÃÖ°æÈ¯,2001,L,RF,12,13,12,2,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,.000,.000,.000,.000,.000,-138.0,-0.33,,"4,000","3,000"
42,ÃÖ°æÈ¯,2002,µÎ,LF,126,403,369,69,101,18,1,13,160,47,15,7,26,6,1,66,5,0,2,.274,.330,.434,.764,.338,106.9,1.94,,"3,000","6,000"
73,ÃÖ°æÈ¯,2003,µÎ,DH,115,344,313,44,93,16,2,4,125,28,10,4,20,1,1,56,4,6,4,.297,.337,.399,.737,.328,93.0,0.54,,"6,000","7,200"
59,ÃÖ°æÈ¯,2004,µÎ,LF,126,480,436,49,121,16,4,5,160,58,14,8,34,4,0,67,7,0,6,.278,.331,.367,.698,.325,90.1,1.27,,"7,200","11,000"
209,ÃÖ°æÈ¯,2007,·Ô,LF,36,86,74,3,16,5,1,0,23,6,0,0,9,0,0,13,1,3,0,.216,.301,.311,.612,.283,66.0,-0.04,,"9,500","7,000"
68,ÃÖ°æÈ¯,2008,K,LF,65,142,127,18,37,10,1,1,52,15,2,0,12,1,0,13,3,1,1,.291,.355,.409,.764,.355,114.1,0.81,,"7,000","7,500"
,ÃÖ±Ý°­,2014,N,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"4,000","9,200"
,ÃÖ±Ý°­,2015,N,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"9,200","9,200"
,ÃÖ±Ý°­,2016,N,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"9,200","14,000"
102,ÃÖ±â¹®,1997,O,C,75,142,129,14,30,2,1,1,37,10,3,2,5,3,0,23,1,5,0,.233,.277,.287,.564,.256,51.9,0.18,,"2,300","2,900"
165,ÃÖ±â¹®,1998,O,C,18,28,25,1,4,1,0,0,5,0,0,0,2,0,0,1,1,1,0,.160,.222,.200,.422,.195,7.9,-0.12,,"2,900","2,900"
52,ÃÖ±â¹®,1999,·Ô,C,95,212,190,32,54,13,1,5,84,19,3,4,13,3,0,25,3,5,1,.284,.338,.442,.780,.337,94.5,1.25,,"2,900","4,500"
55,ÃÖ±â¹®,2000,·Ô,C,122,391,338,44,82,14,2,7,121,37,10,2,24,6,0,52,6,21,2,.243,.303,.358,.661,.285,62.7,1.15,,"4,500","6,300"
25,ÃÖ±â¹®,2001,·Ô,C,127,451,385,54,117,16,2,7,158,47,8,5,40,7,1,52,6,14,5,.304,.375,.410,.786,.352,101.9,3.26,,"6,300","10,000"
28,ÃÖ±â¹®,2002,·Ô,C,123,415,383,34,109,22,4,8,163,50,1,4,27,3,5,44,9,2,0,.285,.337,.426,.762,.334,104.0,2.95,,"10,000","12,000"
30,ÃÖ±â¹®,2003,·Ô,C,119,392,347,33,102,20,2,2,132,41,6,5,34,4,3,27,1,6,1,.294,.363,.380,.743,.337,99.3,2.68,,"12,000","14,000"
42,ÃÖ±â¹®,2004,·Ô,C,108,372,327,39,89,16,2,2,115,32,7,6,25,10,0,40,2,8,2,.272,.341,.352,.692,.321,87.0,1.99,,"14,000","14,500"
95,ÃÖ±â¹®,2007,·Ô,C,58,66,59,11,13,3,0,0,16,5,1,0,7,0,0,7,2,0,0,.220,.303,.271,.574,.281,64.5,0.20,,"14,500","10,000"
201,ÃÖ±â¹®,2008,·Ô,C,29,44,40,2,9,0,1,0,11,3,0,1,2,1,0,4,3,1,0,.225,.279,.275,.554,.262,49.1,-0.01,,"10,000","10,000"
167,ÃÖ±æ¼º,2004,L,,16,35,31,3,5,0,0,1,8,4,0,0,4,0,0,11,1,0,0,.161,.257,.258,.515,.249,37.0,-0.10,,"2,000","2,200"
177,ÃÖ±æ¼º,2005,L,,4,8,7,0,1,0,0,0,1,1,0,0,0,0,0,2,0,0,1,.143,.125,.143,.268,.118,-49.9,-0.11,,"2,200","2,600"
74,ÃÖµ¿¼ö,1997,L,DH,54,130,112,14,25,5,2,7,55,21,0,0,10,5,0,25,3,1,2,.223,.310,.491,.801,.349,118.1,0.54,,"2,000","3,000"
200,ÃÖµ¿¼ö,1998,L,1B,21,60,57,6,9,1,0,0,10,5,0,1,2,0,0,12,2,1,0,.158,.186,.175,.362,.168,-11.4,-0.68,,"3,000","3,000"
165,ÃÖµ¿¼ö,1999,L,1B,17,27,23,2,5,2,0,0,7,4,0,0,2,0,0,8,1,2,0,.217,.280,.304,.584,.249,35.1,-0.15,,"3,000","2,800"
111,ÃÖµ¿¼ö,2000,L,1B,29,46,43,5,11,1,1,2,20,7,0,0,3,0,0,13,0,0,0,.256,.304,.465,.770,.336,96.5,0.12,,"2,800","3,100"
70,ÃÖµ¿¼ö,2001,L,DH,94,173,147,17,43,9,0,6,70,31,1,1,19,3,2,22,3,2,2,.293,.380,.476,.856,.378,119.5,0.69,,"3,100","4,000"
192,ÃÖµ¿¼ö,2002,L,1B,106,300,268,28,65,13,0,4,90,31,3,1,26,0,2,59,6,3,3,.243,.306,.336,.642,.287,70.4,-0.23,,"4,000","7,300"
128,ÃÖµ¿¼ö,2003,L,1B,91,240,212,12,55,11,0,2,72,26,1,2,24,0,0,39,6,1,3,.259,.331,.340,.670,.311,80.7,-0.02,,"7,300","7,000"
78,ÃÖµ¿¼ö,2004,L,1B,123,414,381,49,98,22,0,15,165,57,1,1,23,2,3,51,15,4,4,.257,.300,.433,.733,.324,89.1,0.53,,"7,000","8,000"
47,ÃÖµ¿¼ö,2005,L,1B,77,229,210,20,67,17,0,6,102,36,1,0,17,0,1,29,3,1,1,.319,.368,.486,.854,.384,135.7,1.58,,"8,000","9,000"
188,ÃÖµ¿¼ö,2006,L,1B,54,111,100,5,19,2,0,1,24,13,0,0,7,1,0,21,5,1,2,.190,.246,.240,.486,.232,36.1,-0.57,,"9,000","7,500"
23,ÃÖµ¿¼ö,2007,L,1B,125,493,431,49,132,23,0,12,191,58,1,1,48,5,2,52,16,3,6,.306,.378,.443,.821,.377,133.7,3.09,,"7,500","12,000"
58,ÃÖµ¿¼ö,2008,L,1B,110,431,381,32,101,15,0,14,158,62,0,3,31,9,1,62,16,5,5,.265,.331,.415,.746,.342,104.6,1.12,,"12,000","15,000"
96,ÃÖµ¿¼ö,2011,S,DH,80,199,181,16,55,8,0,2,69,30,0,1,11,2,0,21,6,2,3,.304,.345,.381,.726,.338,102.1,0.32,,"15,000","15,000"
85,ÃÖµ¿¼ö,2012,L,1B,94,287,252,20,70,8,0,1,81,37,0,1,26,3,3,29,6,1,5,.278,.346,.321,.668,.317,95.0,0.46,,"15,000","15,000"
,ÃÖµ¿È¯,2015,L,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"3,500","3,500"
,ÃÖµ¿È¯,2016,L,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"3,500","6,000"
130,ÃÖ¸¸È£,1997,Çö,RF,87,255,223,33,53,11,0,3,73,16,10,5,16,5,2,65,1,9,2,.238,.301,.327,.628,.279,69.0,0.04,,"2,000","2,200"
151,ÃÖ¸¸È£,1998,Çö,CF,38,96,88,10,17,6,0,3,32,6,0,1,3,2,0,18,3,3,0,.193,.237,.364,.600,.259,55.4,-0.06,,"2,200","2,200"
104,ÃÖ¸¸È£,1999,Çö,RF,48,70,63,11,15,2,0,3,26,7,3,0,4,1,0,22,1,2,0,.238,.294,.413,.707,.301,70.7,0.07,,"2,200","2,200"
80,ÃÖ¸¸È£,2002,L,CF,93,158,129,23,32,4,2,2,46,12,5,4,13,6,0,31,1,10,0,.248,.345,.357,.701,.303,81.9,0.50,,"2,600","4,400"
211,ÃÖ¸¸È£,2003,L,,93,88,81,11,16,4,0,1,23,4,0,2,2,1,0,17,1,4,0,.198,.226,.284,.510,.223,17.4,-0.52,,"4,400","5,000"
275,ÃÖ¸¸È£,2008,·Ô,CF,28,43,36,5,3,2,0,0,5,1,0,0,1,2,0,14,0,4,0,.083,.154,.139,.293,.136,-38.6,-0.48,,"5,200","4,500"
169,ÃÖ¹ÎÁØ,2004,ÇÑ,,14,10,10,5,1,0,0,0,1,0,2,0,0,0,0,5,0,0,0,.100,.100,.100,.200,.095,-63.1,-0.11,,"1,800","2,000"
251,ÃÖº´¿¬,2015,K,SS,19,7,6,2,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,.167,.286,.167,.452,.242,26.5,-0.01,0.10,"3,000","3,000"
304,ÃÖº´¿¬,2016,K,SS,12,9,8,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,.000,.111,.000,.111,.083,-79.5,-0.15,-0.22,"3,000","3,300"
352,ÃÖ¼±È£,2015,»ï,RF,33,44,42,8,7,1,0,0,8,1,2,0,0,0,0,13,0,2,0,.167,.167,.190,.357,.156,-27.9,-0.46,-0.61,"3,500","3,500"
148,ÃÖ½Â¿ì,1997,»ï,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"2,000","2,000"
211,ÃÖ½ÂÁØ,2013,L,C,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,.000,.000,.000,.000,.000,-136.6,-0.11,,"2,400","2,700"
81,ÃÖ½ÂÁØ,2016,S,1B,76,231,199,31,53,5,0,19,115,42,0,0,28,3,1,66,5,0,1,.266,.364,.578,.942,.401,124.5,0.80,0.52,"4,200","6,200"
276,ÃÖ½ÂÁØ,2017,S,1B,31,98,90,11,21,4,0,6,43,16,0,0,7,1,0,34,3,0,0,.233,.296,.478,.774,.332,86.7,-0.08,-0.02,"6,200","5,600"
152,ÃÖ½ÂÈ¯,2004,L,C,7,5,4,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.000,.200,.000,.200,.145,-35.7,-0.05,,"2,200","2,400"
101,ÃÖ½ÂÈ¯,2005,L,C,16,27,26,3,7,2,0,1,12,4,0,0,1,0,0,7,0,0,0,.269,.296,.462,.758,.339,104.5,0.20,,"2,400","2,800"
86,ÃÖ½ÂÈ¯,2006,L,C,31,62,57,4,15,3,0,1,21,5,0,0,4,1,0,15,0,0,0,.263,.323,.368,.691,.326,104.9,0.45,,"2,800","3,100"
91,ÃÖ½ÂÈ¯,2009,µÎ,C,84,245,214,28,45,6,0,8,75,26,1,0,23,2,0,50,7,5,1,.210,.292,.350,.642,.288,57.4,0.41,,"4,200","5,700"
116,ÃÖ½ÂÈ¯,2010,µÎ,C,42,49,44,5,11,2,0,0,13,5,0,0,3,0,0,8,1,1,1,.250,.292,.295,.587,.271,52.4,0.05,,"5,700","5,100"
241,ÃÖ½ÂÈ¯,2011,µÎ,C,17,37,33,1,4,0,0,1,7,5,0,0,2,1,0,6,2,1,0,.121,.194,.212,.407,.194,2.8,-0.18,,"5,100","5,300"
83,ÃÖ½ÂÈ¯,2012,ÇÑ,C,24,53,46,3,13,1,0,1,17,6,0,0,5,2,0,11,2,0,0,.283,.377,.370,.747,.361,125.3,0.48,,"5,300","5,000"
221,ÃÖ¿µÁø,2013,L,1B,6,8,8,0,1,0,0,0,1,0,0,0,0,0,0,5,1,0,0,.125,.125,.125,.250,.120,-53.8,-0.13,,"3,300","3,500"
248,ÃÖ¿µÁø,2014,µÎ,3B,4,7,7,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,.143,.143,.143,.286,.134,-46.6,-0.09,-0.13,"3,500","3,000"
150,ÃÖ¿µÁø,2017,»ï,3B,14,22,20,4,4,0,2,1,11,4,1,0,1,0,0,4,0,1,0,.200,.238,.550,.788,.303,66.3,0.05,0.46,"3,000","3,300"
,ÃÖ¿µÇÊ,2015,K,P,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"13,000","13,000"
227,ÃÖ¿ë±Ô,2009,K,CF,51,57,54,10,14,0,0,1,17,5,7,5,3,0,0,16,0,0,0,.259,.298,.315,.613,.286,55.9,-0.07,,"2,200","3,000"
113,ÃÖ¿øÁØ,2016,K,RF,14,25,24,5,11,1,0,1,15,4,1,1,0,0,0,3,0,1,0,.458,.458,.625,1.083,.467,168.8,0.35,0.49,"2,700","3,100"
97,ÃÖ¿øÁØ,2017,K,3B,72,174,156,27,48,15,0,3,72,27,3,2,10,2,0,20,2,3,3,.308,.351,.462,.812,.352,102.7,0.56,0.33,"3,100","7,500"
59,ÃÖÀ±¼®,2011,S,SS,82,209,156,21,38,4,1,1,47,9,4,4,32,7,0,38,2,14,0,.244,.395,.301,.696,.327,94.1,1.07,,"3,200","5,000"
70,ÃÖÀ±¼®,2012,S,SS,109,213,170,17,39,1,0,1,43,15,6,5,33,2,0,36,4,7,1,.229,.359,.253,.612,.301,83.6,0.76,,"5,000","6,000"
308,ÃÖÀ±¼®,2016,ÇÑ,SS,11,17,16,2,2,0,0,0,2,0,0,0,1,0,0,4,0,0,0,.125,.177,.125,.302,.155,-33.4,-0.16,-0.21,"5,700","5,200"
328,ÃÖÀ±¼®,2017,ÇÑ,3B,21,33,32,3,7,0,0,0,7,2,0,0,0,0,0,6,0,1,0,.219,.219,.219,.438,.197,-0.4,-0.27,0.12,"5,200","4,800"
4,ÃÖÀÍ¼º,1997,»ï,CF,122,568,480,107,142,25,2,22,237,65,33,5,61,18,1,81,6,7,2,.296,.394,.494,.888,.395,148.0,7.10,,"3,000","5,000"
29,ÃÖÀÍ¼º,1998,»ï,RF,110,446,374,74,98,15,0,13,152,42,20,5,43,23,3,62,2,5,1,.262,.372,.406,.778,.351,119.7,3.05,,"5,000","5,500"
57,ÃÖÀÍ¼º,1999,ÇÑ,RF,68,186,163,31,47,10,0,9,84,26,11,4,11,7,1,34,4,4,1,.288,.357,.515,.873,.367,114.6,1.07,,"5,500","6,000"
67,ÃÖÀÍ¼º,2000,L,RF,64,214,183,21,47,13,1,2,68,30,7,2,22,8,0,34,6,0,1,.257,.360,.372,.731,.340,99.5,0.83,,"6,000","6,000"
107,ÃÖÀÍ¼º,2003,Çö,,33,59,47,9,9,2,1,1,16,5,0,0,8,1,0,9,1,2,1,.191,.316,.340,.656,.294,69.9,0.09,,"6,000","6,000"
164,ÃÖÀÍ¼º,2004,»ï,RF,18,19,16,2,2,1,0,0,3,3,0,0,2,1,0,6,0,0,0,.125,.263,.188,.451,.235,29.3,-0.09,,"6,000","5,000"
142,ÃÖÀç¿ø,2014,N,,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,.000,.500,.000,.500,.372,,0.01,0.08,"2,500","2,700"
97,ÃÖÀç¿ø,2015,N,CF,114,102,85,31,21,8,0,2,35,13,14,5,10,6,0,29,1,1,0,.247,.366,.412,.778,.355,104.1,0.43,-0.34,"2,700","5,000"
68,ÃÖÀç¿ø,2016,»ï,3B,28,105,81,20,27,3,0,4,42,16,3,1,17,3,0,17,2,2,2,.333,.456,.519,.975,.432,146.5,1.15,0.96,"5,000","6,500"
104,ÃÖÀçÈÆ,2012,µÎ,C,69,104,91,9,19,4,0,1,26,8,0,0,4,4,0,17,1,4,1,.209,.270,.286,.556,.258,53.6,0.13,,"2,500","3,500"
83,ÃÖÀçÈÆ,2013,µÎ,C,60,108,89,12,24,5,0,2,35,8,0,0,6,8,0,19,3,4,1,.270,.365,.393,.759,.348,104.1,0.76,,"3,500","5,000"
240,ÃÖÀçÈÆ,2014,µÎ,C,48,125,112,9,27,3,1,1,35,10,0,2,5,3,0,22,3,3,2,.241,.287,.313,.599,.271,45.7,-0.06,-0.97,"5,000","6,800"
368,ÃÖÀçÈÆ,2015,µÎ,C,71,114,99,6,15,3,0,0,18,7,0,0,3,8,0,19,6,3,1,.152,.234,.182,.416,.205,4.3,-0.73,-1.05,"6,800","6,800"
91,ÃÖÁ¤,2006,S,1B,92,304,280,25,62,11,0,12,109,40,3,2,14,7,1,90,6,2,1,.221,.275,.389,.664,.305,89.2,0.39,,"2,400","3,400"
22,ÃÖÁ¤,2007,S,3B,122,462,408,49,109,19,1,16,178,66,8,7,33,11,1,84,3,9,1,.267,.338,.436,.774,.351,115.1,3.15,,"3,400","9,000"
5,ÃÖÁ¤,2008,S,3B,114,476,406,77,133,24,1,12,195,61,19,8,41,17,2,58,7,10,2,.328,.410,.480,.890,.405,148.5,5.40,,"9,000","15,000"
26,ÃÖÁ¤,2009,S,3B,99,410,339,63,90,15,0,19,162,58,11,0,40,22,0,64,6,6,3,.265,.376,.478,.854,.376,118.0,3.30,,"15,000","16,000"
5,ÃÖÁ¤,2010,S,3B,123,493,400,84,120,31,1,20,213,80,12,4,49,20,0,72,7,16,8,.300,.396,.533,.929,.400,138.8,5.07,,"16,000","22,000"
3,ÃÖÁ¤,2011,S,3B,113,488,403,64,125,25,1,20,212,75,15,5,46,20,1,72,8,13,6,.310,.402,.526,.928,.411,152.0,5.76,,"22,000","28,000"
3,ÃÖÁ¤,2012,S,3B,130,553,474,85,142,33,1,26,255,84,20,8,49,21,7,98,8,3,6,.300,.386,.538,.923,.416,164.7,7.29,,"28,000","52,000"
1,ÃÖÁ¤,2013,S,3B,120,525,434,75,137,18,0,28,239,83,24,8,64,24,9,109,10,1,2,.316,.429,.551,.980,.441,167.3,7.11,,"52,000","70,000"
25,ÃÖÁ¤,2014,S,3B,82,361,308,65,94,20,0,14,156,76,7,2,37,12,0,69,9,1,3,.305,.397,.506,.904,.401,131.4,3.32,3.93,"70,000","100,000"
28,ÃÖÁ¤,2015,S,3B,81,330,275,43,81,17,0,17,149,58,5,2,46,5,2,78,6,1,3,.295,.401,.542,.943,.410,143.2,3.23,1.39,"100,000","100,000"
3,ÃÖÁ¤,2016,S,3B,141,606,500,106,144,24,1,40,290,106,1,2,77,23,2,126,6,0,6,.288,.403,.580,.983,.425,140.7,5.82,3.24,"100,000","120,000"
4,ÃÖÁ¤,2017,S,3B,130,527,430,89,136,18,1,46,294,113,1,5,70,19,10,107,8,0,8,.316,.427,.684,1.111,.456,167.5,6.56,5.00,"120,000","120,000"
253,ÃÖÁ¤¹Î,2015,S,2B,8,15,13,1,4,0,0,0,4,2,0,0,1,0,0,3,0,1,0,.308,.357,.308,.665,.298,69.4,-0.01,0.05,"3,000","3,000"
96,ÃÖÁ¤¹Î,2016,S,2B,88,177,155,29,51,4,1,0,57,11,8,4,8,7,0,48,1,6,1,.329,.386,.368,.754,.347,94.3,0.63,0.16,"3,000","5,500"
148,ÃÖÁ¤¹Î,2017,K,2B,8,9,9,1,3,1,0,0,4,1,0,0,0,0,0,4,0,0,0,.333,.333,.444,.778,.346,96.1,0.05,-0.14,"5,500","5,500"
219,ÃÖÁÖÈ¯,2007,µÎ,,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-135.8,-0.07,,"2,000","2,000"
100,ÃÖÁÖÈ¯,2008,µÎ,2B,16,16,15,3,4,2,1,0,8,6,0,0,1,0,0,4,0,0,0,.267,.313,.533,.846,.376,128.6,0.14,,"2,000","2,200"
54,ÃÖÁÖÈ¯,2012,µÎ,2B,81,238,210,29,57,11,2,2,78,22,4,3,18,3,0,23,2,6,1,.271,.336,.371,.708,.327,102.3,1.33,,"2,500","5,000"
86,ÃÖÁÖÈ¯,2013,µÎ,2B,47,100,91,12,27,5,1,2,40,10,1,0,8,0,1,9,3,0,1,.297,.350,.440,.790,.361,113.3,0.71,,"5,000","5,800"
72,ÃÖÁÖÈ¯,2014,µÎ,3B,82,211,189,38,53,14,0,4,79,31,1,1,14,2,0,25,1,4,2,.280,.333,.418,.751,.332,89.3,0.80,0.56,"5,800","11,000"
71,ÃÖÁÖÈ¯,2015,µÎ,3B,100,270,238,34,67,16,2,5,102,32,0,3,25,3,2,34,6,3,1,.282,.356,.429,.784,.349,104.7,1.25,0.10,"11,000","11,000"
128,ÃÖÁÖÈ¯,2016,µÎ,2B,85,182,160,21,45,11,0,2,62,22,0,0,12,4,1,19,2,2,4,.281,.339,.388,.726,.328,80.9,0.16,-0.01,"11,000","10,000"
35,ÃÖÁÖÈ¯,2017,µÎ,2B,129,452,399,65,120,16,6,7,169,57,3,2,38,9,1,58,10,1,5,.301,.370,.424,.794,.357,108.7,2.54,0.88,"10,000","20,000"
98,ÃÖÁØ¼®,2004,·Ô,C,10,20,19,3,4,0,0,2,10,2,0,0,0,1,0,1,2,0,0,.211,.250,.526,.776,.336,97.9,0.13,,"1,800","2,000"
50,ÃÖÁØ¼®,2007,µÎ,DH,121,451,386,48,94,20,2,16,166,75,1,0,51,2,1,95,10,5,7,.244,.330,.430,.760,.344,110.0,1.38,,"5,500","8,000"
96,ÃÖÁØ¼®,2008,µÎ,1B,67,195,169,16,38,5,0,6,61,23,1,0,23,1,2,46,8,0,2,.225,.318,.361,.679,.317,87.5,0.20,,"8,000","6,200"
42,ÃÖÁØ¼®,2009,µÎ,DH,116,417,361,49,109,11,0,17,171,94,1,0,49,3,1,77,13,0,4,.302,.386,.474,.860,.385,123.8,1.88,,"6,200","10,500"
12,ÃÖÁØ¼®,2010,µÎ,1B,127,482,424,63,136,26,1,22,230,82,0,5,50,5,5,83,17,1,2,.321,.397,.542,.940,.415,149.4,3.86,,"10,500","16,200"
37,ÃÖÁØ¼®,2011,µÎ,1B,124,485,421,49,114,26,0,15,185,75,0,1,56,1,1,104,11,2,5,.271,.354,.439,.794,.365,120.2,2.31,,"16,200","17,000"
81,ÃÖÁØ¼®,2012,µÎ,1B,89,278,248,15,62,3,1,6,85,30,1,0,25,2,0,47,9,2,1,.250,.323,.343,.665,.316,94.6,0.51,,"17,000","14,500"
72,ÃÖÁØ¼®,2013,µÎ,1B,100,263,222,22,60,8,0,7,89,36,0,0,39,0,1,47,7,0,2,.270,.376,.401,.777,.367,117.1,1.13,,"14,500","40,000"
